sr_no,song_name,album_name,artist_name,isrc,upc,language,label,Main_Label,Sub_Label,Label_Identification,ad_supported_streams,subscription_streams,jio_trial_streams,total,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"100012","Melocho Chul","Jani Dekha Howbe","Neel Dutta","INT441631303","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","440","92","0","532","39.90000000","5.98500000","33.91500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100060","Chander Hasi","Praner Khela","Riddhi Bandyopadhyay","INT441602606","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100190","Tumi Ki Jano Na","Laadla Number 1","Ankur Paul","INT441633606","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100234","Akash Amar Buker Ghore","Saathe Saptak","Saptak Bhattacharjee","INT441645902","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100380","Har Har Mahadev","Joy Joy Tara Joy Bam","Susanta Banerjee","INT441600905","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","475","7","0","482","36.15000000","5.42250000","30.72750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100402","Saptasindhu Mondrita Kori","Taba Sangeet","Raghab Chattopadhyay","INT441651111","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100424","Aaha Aaji E Basante","Chander Hanshi","Shreya Guhathakurta","INT441602202","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","2","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100508","Sukhe Amay Rakhbe Kano","Elar Char Addhay","Rabindranath Tagore","INT441625908","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","56","32","0","88","6.60000000","0.99000000","5.61000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100531","Dur Theke Aro Dure Male","Ajab Prem Ebong","Arnab Seal","INT441613103","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","13","0","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100584","Maa Go Tomar Dayae Sab E Pelam","Trimatrika Darshan","Atanu Majumder","INT441673207","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100609","Kolonkini Radha","Rm 20","Rm 20","INT441644808","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","22","0","0","22","1.65000000","0.24750000","1.40250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100817","Abelay Jodi Esecho","Dujone Dekha Holo","Jayati Chakraborty","INT441623901","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","5","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"100952","Purono Raat Er","Aak Ek Ke Dui","Sraboni Sen","INT441611104","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","13","0","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101142","Dilwa Ke Tukra","Lela Piritiya Udhar","Rajesh","INT441634204","8.90387E+12","Bhojpuri","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101159","Ishtishaner Babu Go","Anadi Ashim","Mithu Dasi  Sukumar Das Baul","INT441604707","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","13","0","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101459","Amra Nuton Praner Chor","Gane Gane Choy Ritu","Ankita Bhattacharjee  Arnab Ghosh","INT441626902","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","32","0","0","32","2.40000000","0.36000000","2.04000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101496","Tomay Hrid Majhare Rakhbo","Tomay Hrid Majhare Rakhbo","Lily Chatterjee","INT442200137","1.96627E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101649","Aro Ektu Boso Tumi","Tumi Robe Nirobe 1","Debabrata Biswas","INT441653603","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","6","0","11","0.82500000","0.12375000","0.70125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101774","Rong Dio Na","Rong Dio Na","Ekta","INT441645607","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101813","Bhenge Mor Ghorer Chabi","Aak Ek Ke Dui","Sraboni Sen","INT441611102","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101861","Bartho Praner Aborjona","Ekla Chalo","Archan","INT441625503","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"101944","Khoro bayu Boy Bege","Khoro bayu Boy Bege","Aruna  Jaitri  Pranita","INT442300063","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","22","2","0","24","1.80000000","0.27000000","1.53000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102143","Rupkothar Deshe","Misti Chheler Dushtu Buddhi","Dodo  Tamal","INT441635905","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102680","Jishu Daken","Asish Barisan","Raghab Chatterjee","INT441667803","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","258","3","0","261","19.57500000","2.93625000","16.63875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102781","Gajagamini","Sagarsangam","Ranjan Bezbaruah","INT441646004","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","14","1","0","15","1.12500000","0.16875000","0.95625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102843","Bhalo Thakar Abhinoy","Bhalo Thakar Abhinoy","Avishek Chakraborty  Timir Biswas","INT442200503","1.96926E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102883","Ektuku Choya Lage","Robe Nirobe","Saurav Goswami","INT441645102","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102935","Ei Je Duniya","Cholto Haoyar Sange","Sumit Sachin","INT441621002","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"102999","Ami Maa Ke Chara","Ranga Charan","Tapan Shastri","INT441670301","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103110","Tora Je Ja","Tagore On The Highway","Neepabithi","INT441651210","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","24","0","0","24","1.80000000","0.27000000","1.53000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103199","Aloker Ei Jhorna Dhara","Hriday Haran","Manab Mukherjee","INT441629901","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","1","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103202","Pagal Jodi","Krishna Keshaba","Nirmal Kumar Pradhan","INT441671105","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103338","Din Chole Jay","Premer Neshay","Kavita Krishnamurty","INT441642602","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103419","Amar Bela Je Jay","Sanjhbelate","Amrita)  Concord Trio (Madhusree  Madhurita","INT441901577","1.94492E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103470","Aye Tobe Sohochori","To Tagore","Debasmita Mandal","INT441652301","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103751","Swapnera","Classmate","Ashok Raj","INT441621704","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","1","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103791","Sathi Re Sathi","Premleela","Kishore Chatterjee","INT441642706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103906","Shaamaajik Hotey Paari","Achena Bondhutto","Sidhu-Saqi","INT441612509","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","54","2","0","56","4.20000000","0.63000000","3.57000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"103936","Shraboner Dharar Moto","Tomare Nomi","Somali Mukherjee","INT441658003","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"104195","Narir Ato Maan Bhalo Na","Nadia","Paresh Sarkar","INT441637910","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"104365","Tora Chol Chol Re Sobai","Hori Namer Tori","Nilima Biswas","INT441605710","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"104603","Je Jon Premer Bhab Janena","Nadia","Ranjit Goshi","INT441637908","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"104629","Ishtabhriti Kori Ami","Deoghar E Shatshange","Shankar Prasad Shome","INT441600804","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","57","0","0","57","4.27500000","0.64125000","3.63375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"105485","Sakal Sandhya","Bajlo Harinamer Danka","Sukumar Das Baul","INT441604908","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","26","0","0","26","1.95000000","0.29250000","1.65750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"105616","Laje Bukute","Priyanka","Priyanka Bharali","INT441642805","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","15","0","0","15","1.12500000","0.16875000","0.95625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"105645","Borisho Dhora Majhe Shantir Bari","Nirjane Swajane","Joba Bannerjee  Rabindranath Tagore","INT441658404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"105830","Hridoy","Antena Sarbonaash","Shilajit Majumdar","INT441614806","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","73","13","0","86","6.45000000","0.96750000","5.48250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"105839","Nil Digante","Rang Lagaley","Shreya Guhathakurta","INT441602706","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106127","O Je Mane Na Mana","O Je Mane Na Mana","Manidipa Chakraborty","INT442100282","1.94157E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106221","Aamar Jaoyar Belay","Ar Naire Bela","Dr. Shantanu Bhowmik","INT441663701","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","500","16","0","516","38.70000000","5.80500000","32.89500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106412","Aguner Poroshmoni","Mukti","Raja Narayan Deb","INT441637501","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","60","3","0","63","4.72500000","0.70875000","4.01625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106427","Hrid Hum Hum","Sagarsangam","Ranjan Bezbaruah","INT441646007","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106445","Nadi Amar Ma Re Bandhu","Natun Surjo Dao","Zubeen Garg","INT441638807","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","226","6","0","232","17.40000000","2.61000000","14.79000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106474","Prak Kathon","Samay","Agnibin Chattopadhyay","INT442100164","1.96007E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106697","Aguner Poroshmoni","Sanjhbelate","Amrita)  Concord Trio (Madhusree  Madhurita","INT441901582","1.94492E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106917","Balo Sabai Joy Maa Tara Dako Sabai","Jagat Janani Maa Tara","Indrajit Ghosh","INT441672502","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"106971","Saon Gagone Ghor Ghanaghota","Chiro Pother Songi","Nupur Kanjilal","INT441620708","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"107295","Shanidev Strotram","Dev Devi Mantram","Bhaskara","INT441803393","1.93483E+11","Sanskrit","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","3","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"107296","Sai Tumi","Om Sai Ram","Sriradha","INT441640507","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","40","0","0","40","3.00000000","0.45000000","2.55000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"107408","Tumi Nabo Nabo Rupey Esho","Paromporjo  Vol. 03","Samrita Sarkar","INT442200388","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"107575","Ami Tara Maa Er Chele","Tara Maa Er Pagol Chele","Rishiputro","INT441673102","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","23","0","0","23","1.72500000","0.25875000","1.46625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"107651","Kotobar O Vebechinu","Probasi Pakhi","Swagatalakhsmi Dasgupta","INT441642905","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","181","7","0","188","14.10000000","2.11500000","11.98500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
